"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0006405"	"GO:0006405"	"RNA export from nucleus"	"7/243"	"86/23328"	3.25852720062474e-05	0.000940778744259579	0.000765813323335987	"Rrs1/Ran/Npm1/Eif5a/Nsun2/Srsf3/Nxf1"	7
"GO:0033260"	"GO:0033260"	"nuclear DNA replication"	"5/243"	"36/23328"	3.40855638816581e-05	0.000974446120381518	0.000793219262674292	"Mcm3/Mcm6/Mcm7/Mcm2/Mcm4"	5
"GO:2000278"	"GO:2000278"	"regulation of DNA biosynthetic process"	"8/243"	"119/23328"	3.58452743243239e-05	0.00101480407698765	0.000826071472676038	"Hnrnpu/Cct3/Cct7/Cct4/Npm1/Cct5/Cct8/Tcp1"	8
"GO:0034502"	"GO:0034502"	"protein localization to chromosome"	"7/243"	"88/23328"	3.78262337952536e-05	0.00106058940141307	0.000863341672148753	"Cct3/Cct7/Plk1/Cct4/Cct5/Cct8/Tcp1"	7
"GO:0034250"	"GO:0034250"	"positive regulation of cellular amide metabolic process"	"9/243"	"158/23328"	4.34582412434711e-05	0.00120689744253297	0.000982439438636865	"Cnbp/Apoe/Eif4g2/Ptbp1/Eef2/Pkm/Rps27l/Npm1/Eif5a"	9
"GO:1902904"	"GO:1902904"	"negative regulation of supramolecular fiber organization"	"9/243"	"163/23328"	5.53970696082954e-05	0.00152394202809235	0.001240520277723	"Tmsb4x/Mid1/Fkbp4/Apoe/Hspa8/Cryab/Tpm1/Tmod3/Tmod2"	9
"GO:0032392"	"GO:0032392"	"DNA geometric change"	"5/243"	"40/23328"	5.75093276938642e-05	0.00156726354724587	0.00127578488883093	"Mcm6/Mcm7/Hmgb1/Mcm2/Mcm4"	5
"GO:0045727"	"GO:0045727"	"positive regulation of translation"	"8/243"	"128/23328"	6.03121053828052e-05	0.00162842684533574	0.00132557307639596	"Cnbp/Eif4g2/Ptbp1/Eef2/Pkm/Rps27l/Npm1/Eif5a"	8
"GO:1902600"	"GO:1902600"	"proton transmembrane transport"	"7/243"	"95/23328"	6.19043140853913e-05	0.00165608238415597	0.00134808525603629	"Atp5e/Atp6v1g1/Atp6v0b/Atp5k/Atp5j2/Phb2/Atp5j"	7
"GO:0044786"	"GO:0044786"	"cell cycle DNA replication"	"5/243"	"41/23328"	6.49439837024104e-05	0.00172160596796571	0.00140142280620991	"Mcm3/Mcm6/Mcm7/Mcm2/Mcm4"	5
"GO:0031330"	"GO:0031330"	"negative regulation of cellular catabolic process"	"11/243"	"250/23328"	6.73331862980128e-05	0.00176886100220725	0.00143988937982	"Dbi/Hnrnpu/Cst3/Alad/Cdkn2a/Eif4g2/Ptbp1/Mt3/Smarcc1/Nsun2/Qk"	11
"GO:0045931"	"GO:0045931"	"positive regulation of mitotic cell cycle"	"9/243"	"171/23328"	8.02073117486025e-05	0.00208825465231183	0.00169988240595017	"Hnrnpu/Anp32b/Hmgb1/Phb2/Ccnd2/Rgcc/Tmod3/Ranbp1/Lmnb1"	9
"GO:0055076"	"GO:0055076"	"transition metal ion homeostasis"	"8/243"	"134/23328"	8.33277376177264e-05	0.00215029807870168	0.00175038703612457	"Atp6v1g1/Ftl1/Mt3/Mt2/Mt1/Trf/Atox1/Fth1"	8
"GO:0072331"	"GO:0072331"	"signal transduction by p53 class mediator"	"8/243"	"135/23328"	8.77919768926229e-05	0.00224562635630604	0.00182798622246413	"Rrs1/Cdkn2a/Bax/Rps27l/Myo6/Npm1/Mybbp1a/Hnrnpk"	8
"GO:0007080"	"GO:0007080"	"mitotic metaphase plate congression"	"5/243"	"44/23328"	9.17534264959859e-05	0.00232654775358517	0.00189385791074094	"Rrs1/Hnrnpu/Chmp5/Cdca8/Kpnb1"	5
"GO:1901989"	"GO:1901989"	"positive regulation of cell cycle phase transition"	"7/243"	"102/23328"	9.7274011135194e-05	0.0024292503155624	0.00197745991682666	"Anp32b/Phb2/Ccnd2/Rgcc/Tmod3/Npm1/Lmnb1"	7
"GO:0006417"	"GO:0006417"	"regulation of translation"	"13/243"	"355/23328"	9.74699200688616e-05	0.0024292503155624	0.00197745991682666	"Ncl/Cnbp/Eif4g2/Ptbp1/Eef2/Pa2g4/Pkm/Rps27l/Npm1/Eif5a/Rpl38/Eif5/Qk"	13
"GO:0015985"	"GO:0015985"	"energy coupled proton transport, down electrochemical gradient"	"4/243"	"24/23328"	0.000103594842019837	0.00251735466108204	0.00204917867328713	"Atp5e/Atp5k/Atp5j2/Atp5j"	4
"GO:0015986"	"GO:0015986"	"ATP synthesis coupled proton transport"	"4/243"	"24/23328"	0.000103594842019837	0.00251735466108204	0.00204917867328713	"Atp5e/Atp5k/Atp5j2/Atp5j"	4
"GO:0048025"	"GO:0048025"	"negative regulation of mRNA splicing, via spliceosome"	"4/243"	"24/23328"	0.000103594842019837	0.00251735466108204	0.00204917867328713	"Ptbp1/Npm1/Hnrnpk/Srsf7"	4
"GO:0034248"	"GO:0034248"	"regulation of cellular amide metabolic process"	"14/243"	"410/23328"	0.000110665287886431	0.00266694197914738	0.00217094583892042	"Ncl/Cnbp/Apoe/Eif4g2/Ptbp1/Eef2/Pa2g4/Pkm/Rps27l/Npm1/Eif5a/Rpl38/Eif5/Qk"	14
"GO:0000381"	"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"6/243"	"73/23328"	0.000114131407804209	0.00272792774718912	0.00222058951336058	"Hnrnpu/Ptbp1/Qk/Srsf3/Srsf7/Malat1"	6
"GO:1903311"	"GO:1903311"	"regulation of mRNA metabolic process"	"11/243"	"266/23328"	0.000116792456041872	0.00276883578713902	0.00225388950256245	"Ncl/Hnrnpu/Snrnp70/Ptbp1/Hspa8/Npm1/Hnrnpk/Qk/Srsf3/Srsf7/Malat1"	11
"GO:0009152"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	"8/243"	"141/23328"	0.000118941901001885	0.0027970530913024	0.00227685897079161	"Atp5e/Vcp/Atp5k/Atp5j2/Pkm/Impdh2/Nme6/Atp5j"	8
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	"6/243"	"74/23328"	0.0001231313606373	0.00284688956329983	0.00231742688803737	"Rrs1/Rpl35/Npm1/Rpl38/Rpl3/Rsl1d1"	6
"GO:0000819"	"GO:0000819"	"sister chromatid segregation"	"9/243"	"181/23328"	0.000123768679566023	0.00284688956329983	0.00231742688803737	"Rrs1/Hnrnpu/Chmp5/Cdca8/Ran/Phb2/Plk1/Kpnb1/Racgap1"	9
"GO:2001056"	"GO:2001056"	"positive regulation of cysteine-type endopeptidase activity"	"8/243"	"142/23328"	0.000124927021293941	0.00284688956329983	0.00231742688803737	"Hspd1/Usp50/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Rps27l"	8
"GO:0016078"	"GO:0016078"	"tRNA catabolic process"	"3/243"	"10/23328"	0.000126918944865905	0.00284688956329983	0.00231742688803737	"Exosc9/Exosc8/Nsun2"	3
"GO:0031125"	"GO:0031125"	"rRNA 3'-end processing"	"3/243"	"10/23328"	0.000126918944865905	0.00284688956329983	0.00231742688803737	"Rps21/Exosc9/Exosc8"	3
"GO:2000767"	"GO:2000767"	"positive regulation of cytoplasmic translation"	"3/243"	"10/23328"	0.000126918944865905	0.00284688956329983	0.00231742688803737	"Cnbp/Eef2/Pkm"	3
"GO:0006119"	"GO:0006119"	"oxidative phosphorylation"	"7/243"	"108/23328"	0.000139325992863103	0.00310133278770083	0.0025245489265271	"Vcp/Cox6a1/Atp5j2/Cox4i1/Cox7c/Atp5j/Ndufa7"	7
"GO:0051028"	"GO:0051028"	"mRNA transport"	"7/243"	"109/23328"	0.00014758476033722	0.00326028152381314	0.00265393647974826	"Eif5a/Alyref/Nsun2/Qk/Srsf3/Srsf7/Nxf1"	7
"GO:0031055"	"GO:0031055"	"chromatin remodeling at centromere"	"3/243"	"11/23328"	0.000173171413700368	0.00379675069436296	0.00309063346176755	"Hjurp/Itgb3bp/Nasp"	3
"GO:0009260"	"GO:0009260"	"ribonucleotide biosynthetic process"	"8/243"	"150/23328"	0.000182359294834732	0.00396835599804537	0.00323032372232774	"Atp5e/Vcp/Atp5k/Atp5j2/Pkm/Impdh2/Nme6/Atp5j"	8
"GO:0000070"	"GO:0000070"	"mitotic sister chromatid segregation"	"8/243"	"151/23328"	0.000190858017533446	0.00411203980054128	0.00334728530438979	"Rrs1/Hnrnpu/Chmp5/Cdca8/Ran/Plk1/Kpnb1/Racgap1"	8
"GO:2001252"	"GO:2001252"	"positive regulation of chromosome organization"	"9/243"	"192/23328"	0.00019297193185375	0.00411203980054128	0.00334728530438979	"Hnrnpu/Cct3/Ctbp1/Cct7/Trim28/Cct4/Cct5/Cct8/Tcp1"	9
"GO:0006336"	"GO:0006336"	"DNA replication-independent nucleosome assembly"	"4/243"	"28/23328"	0.000193192542069326	0.00411203980054128	0.00334728530438979	"Hjurp/Hat1/Itgb3bp/Nasp"	4
"GO:0007015"	"GO:0007015"	"actin filament organization"	"14/243"	"437/23328"	0.000214022823516094	0.0045223953142966	0.00368132316574213	"Myo1b/Tmsb4x/Coro1c/Fscn1/Tpm4/Rgcc/Tpm1/Tmod3/Tmod2/Myo6/Trf/Actg1/Rasa1/Itgb5"	14
"GO:0033119"	"GO:0033119"	"negative regulation of RNA splicing"	"4/243"	"29/23328"	0.000222280201564166	0.00462977905543649	0.00376873574832477	"Ptbp1/Npm1/Hnrnpk/Srsf7"	4
"GO:0034724"	"GO:0034724"	"DNA replication-independent nucleosome organization"	"4/243"	"29/23328"	0.000222280201564166	0.00462977905543649	0.00376873574832477	"Hjurp/Hat1/Itgb3bp/Nasp"	4
"GO:0006123"	"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	"3/243"	"12/23328"	0.000229120342027445	0.00470503462923965	0.00382999533930237	"Cox6a1/Cox4i1/Cox7c"	3
"GO:0019646"	"GO:0019646"	"aerobic electron transport chain"	"3/243"	"12/23328"	0.000229120342027445	0.00470503462923965	0.00382999533930237	"Cox6a1/Cox4i1/Cox7c"	3
"GO:0033108"	"GO:0033108"	"mitochondrial respiratory chain complex assembly"	"6/243"	"83/23328"	0.000232092041928749	0.00473273002981981	0.00385253996723835	"Ndufa1/Ndufc1/Ndufs5/Ndufa3/Ndufa13/Ndufa2"	6
"GO:1901361"	"GO:1901361"	"organic cyclic compound catabolic process"	"14/243"	"442/23328"	0.000240323443934396	0.00486654973967152	0.00396147197421099	"Hnrnpu/Exosc9/Exosc8/Vcp/Cdkn2a/Apoe/Bax/Ptbp1/Mt3/Acaa1a/Npm1/Nsun2/Qk/Lsm2"	14
"GO:0046390"	"GO:0046390"	"ribose phosphate biosynthetic process"	"8/243"	"157/23328"	0.00024896115802492	0.00500669473655632	0.00407555289543517	"Atp5e/Vcp/Atp5k/Atp5j2/Pkm/Impdh2/Nme6/Atp5j"	8
"GO:0006839"	"GO:0006839"	"mitochondrial transport"	"9/243"	"200/23328"	0.000261388859908733	0.00522061585954703	0.00424968910666326	"Hspd1/Cdkn2a/Atpif1/Atp5j2/Bax/Ndufa13/Hspa4/Smdt1/Atp5j"	9
"GO:0000380"	"GO:0000380"	"alternative mRNA splicing, via spliceosome"	"6/243"	"85/23328"	0.000264321112931662	0.00524326779121582	0.00426812824676618	"Hnrnpu/Ptbp1/Qk/Srsf3/Srsf7/Malat1"	6
"GO:0034504"	"GO:0034504"	"protein localization to nucleus"	"11/243"	"293/23328"	0.000270037742557084	0.00532047336011119	0.00433097517401297	"Rrs1/Hnrnpu/Cdkn2a/Ran/Phb2/Trim28/Plk1/Hspa8/Npm1/Kpnb1/Rangap1"	11
"GO:0045862"	"GO:0045862"	"positive regulation of proteolysis"	"12/243"	"344/23328"	0.00028108666732229	0.00546561732587638	0.00444912535912614	"Hspd1/Usp50/Vcp/Cdkn2a/Atpif1/Apoe/Bax/Plk1/Ctsd/Ndufa13/Hspa8/Rps27l"	12
"GO:0006164"	"GO:0006164"	"purine nucleotide biosynthetic process"	"8/243"	"160/23328"	0.000283027508987426	0.00546561732587638	0.00444912535912614	"Atp5e/Vcp/Atp5k/Atp5j2/Pkm/Impdh2/Nme6/Atp5j"	8
"GO:0010950"	"GO:0010950"	"positive regulation of endopeptidase activity"	"8/243"	"160/23328"	0.000283027508987426	0.00546561732587638	0.00444912535912614	"Hspd1/Usp50/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Rps27l"	8
"GO:0015980"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"10/243"	"248/23328"	0.000290794016479833	0.00557865363194205	0.0045411392462744	"Vcp/Cox6a1/Ppp1cc/Hmgb1/Bax/Mt3/Cox4i1/Mybbp1a/Cox7c/Ndufa7"	10
"GO:0071294"	"GO:0071294"	"cellular response to zinc ion"	"3/243"	"13/23328"	0.000295567973014354	0.00563317783862651	0.00458552307634929	"Mt3/Mt2/Mt1"	3
"GO:0000723"	"GO:0000723"	"telomere maintenance"	"7/243"	"123/23328"	0.000311103174429032	0.00589075880931856	0.00479519930510914	"Hnrnpu/Cct3/Cct7/Cct4/Cct5/Cct8/Tcp1"	7
"GO:1901992"	"GO:1901992"	"positive regulation of mitotic cell cycle phase transition"	"6/243"	"88/23328"	0.000319147144689882	0.00596559662766471	0.00485611883451878	"Anp32b/Phb2/Ccnd2/Rgcc/Tmod3/Lmnb1"	6
"GO:1903312"	"GO:1903312"	"negative regulation of mRNA metabolic process"	"6/243"	"88/23328"	0.000319147144689882	0.00596559662766471	0.00485611883451878	"Hnrnpu/Ptbp1/Npm1/Hnrnpk/Qk/Srsf7"	6
"GO:0010043"	"GO:0010043"	"response to zinc ion"	"4/243"	"32/23328"	0.000328399798365843	0.00606084691161265	0.00493365453241157	"Alad/Mt3/Mt2/Mt1"	4
"GO:0050686"	"GO:0050686"	"negative regulation of mRNA processing"	"4/243"	"32/23328"	0.000328399798365843	0.00606084691161265	0.00493365453241157	"Ptbp1/Npm1/Hnrnpk/Srsf7"	4
"GO:0032200"	"GO:0032200"	"telomere organization"	"7/243"	"125/23328"	0.000343202400758434	0.00625486375382246	0.00509158824809388	"Hnrnpu/Cct3/Cct7/Cct4/Cct5/Cct8/Tcp1"	7
"GO:0043280"	"GO:0043280"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"7/243"	"125/23328"	0.000343202400758434	0.00625486375382246	0.00509158824809388	"Hspd1/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Rps27l"	7
"GO:0072522"	"GO:0072522"	"purine-containing compound biosynthetic process"	"8/243"	"165/23328"	0.000348216702327411	0.00630683170178094	0.00513389123078335	"Atp5e/Vcp/Atp5k/Atp5j2/Pkm/Impdh2/Nme6/Atp5j"	8
"GO:0006271"	"GO:0006271"	"DNA strand elongation involved in DNA replication"	"3/243"	"14/23328"	0.000373288629264907	0.00671919532676833	0.00546956373614273	"Mcm3/Mcm7/Mcm4"	3
"GO:0051310"	"GO:0051310"	"metaphase plate congression"	"5/243"	"60/23328"	0.000403057432331752	0.00719420735100938	0.00585623333207933	"Rrs1/Hnrnpu/Chmp5/Cdca8/Kpnb1"	5
"GO:0019439"	"GO:0019439"	"aromatic compound catabolic process"	"13/243"	"411/23328"	0.000404612484761844	0.00719420735100938	0.00585623333207933	"Hnrnpu/Exosc9/Exosc8/Vcp/Cdkn2a/Pon2/Bax/Ptbp1/Acaa1a/Npm1/Nsun2/Qk/Lsm2"	13
"GO:0031503"	"GO:0031503"	"protein-containing complex localization"	"10/243"	"259/23328"	0.000409698146663028	0.00724048361011751	0.00589390316252075	"Rrs1/Hnrnpu/Ran/Fkbp4/Myo6/Npm1/Eif5a/Nsun2/Srsf3/Nxf1"	10
"GO:0051651"	"GO:0051651"	"maintenance of location in cell"	"9/243"	"213/23328"	0.000414777304290147	0.00727550167300163	0.0059224085887729	"Dbi/Hnrnpu/Tmsb4x/Apoe/Ftl1/Bax/Ank3/Rangap1/Fth1"	9
"GO:0032508"	"GO:0032508"	"DNA duplex unwinding"	"4/243"	"34/23328"	0.000416669677431849	0.00727550167300163	0.0059224085887729	"Mcm6/Mcm7/Mcm2/Mcm4"	4
"GO:0072655"	"GO:0072655"	"establishment of protein localization to mitochondrion"	"6/243"	"93/23328"	0.000429933167153506	0.00746241140130728	0.00607455696698719	"Hspd1/Cdkn2a/Atpif1/Bax/Ndufa13/Hspa4"	6
"GO:0090305"	"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"7/243"	"130/23328"	0.000435164456207312	0.00750851807278415	0.00611208874959507	"Rrs1/Rps21/Exosc9/Exosc8/Cdkn2a/Bax/Npm1"	7
"GO:0010952"	"GO:0010952"	"positive regulation of peptidase activity"	"8/243"	"171/23328"	0.000442084925669318	0.00755921979612183	0.00615336099929778	"Hspd1/Usp50/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Rps27l"	8
"GO:0044770"	"GO:0044770"	"cell cycle phase transition"	"13/243"	"415/23328"	0.000443287580636774	0.00755921979612183	0.00615336099929778	"Cks1b/Anp32b/Cdkn2a/Nasp/Phb2/Ccnd2/Plk1/Rgcc/Rps27l/Arpp19/Tmod3/Npm1/Lmnb1"	13
"GO:0009895"	"GO:0009895"	"negative regulation of catabolic process"	"11/243"	"311/23328"	0.000446974780494477	0.00757778174373194	0.00616847080792561	"Dbi/Hnrnpu/Cst3/Alad/Cdkn2a/Eif4g2/Ptbp1/Mt3/Smarcc1/Nsun2/Qk"	11
"GO:0000478"	"GO:0000478"	"endonucleolytic cleavage involved in rRNA processing"	"3/243"	"15/23328"	0.000463029306942674	0.00764573811510367	0.00622378869740769	"Rrs1/Rps21/Npm1"	3
"GO:0000479"	"GO:0000479"	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"3/243"	"15/23328"	0.000463029306942674	0.00764573811510367	0.00622378869740769	"Rrs1/Rps21/Npm1"	3
"GO:0071280"	"GO:0071280"	"cellular response to copper ion"	"3/243"	"15/23328"	0.000463029306942674	0.00764573811510367	0.00622378869740769	"Mt3/Mt2/Mt1"	3
"GO:1902570"	"GO:1902570"	"protein localization to nucleolus"	"3/243"	"15/23328"	0.000463029306942674	0.00764573811510367	0.00622378869740769	"Rrs1/Ran/Npm1"	3
"GO:0046686"	"GO:0046686"	"response to cadmium ion"	"4/243"	"35/23328"	0.000466613950979241	0.00764573811510367	0.00622378869740769	"Alad/Mt3/Mt2/Mt1"	4
"GO:1904951"	"GO:1904951"	"positive regulation of establishment of protein localization"	"12/243"	"364/23328"	0.000466715152430882	0.00764573811510367	0.00622378869740769	"Cct3/Ran/Cct7/Trim28/Cd81/Ank3/Ptbp1/Rgcc/Cct4/Cct5/Cct8/Tcp1"	12
"GO:0051054"	"GO:0051054"	"positive regulation of DNA metabolic process"	"9/243"	"217/23328"	0.000474669678816963	0.00772807615943526	0.00629081356563661	"Cct3/Cct7/Trim28/Bax/Cct4/Npm1/Cct5/Cct8/Tcp1"	9
"GO:0006261"	"GO:0006261"	"DNA-dependent DNA replication"	"7/243"	"132/23328"	0.000477041738236745	0.00772807615943526	0.00629081356563661	"Mcm3/Mcm6/Mcm7/Mcm2/Pold1/Npm1/Mcm4"	7
"GO:0010639"	"GO:0010639"	"negative regulation of organelle organization"	"13/243"	"420/23328"	0.000496007959375662	0.00799093485933387	0.00650478597494689	"Hnrnpu/Tmsb4x/Mid1/Ctbp1/Mcm2/Fkbp4/Plk1/Rgcc/Tpm1/Tmod3/Tmod2/Nme6/Npm1"	13
"GO:0033044"	"GO:0033044"	"regulation of chromosome organization"	"12/243"	"369/23328"	0.000526632585787101	0.00843769571513839	0.00686845853643675	"Hnrnpu/Ssrp1/Cct3/Ctbp1/Cct7/Mcm2/Trim28/Plk1/Cct4/Cct5/Cct8/Tcp1"	12
"GO:1902903"	"GO:1902903"	"regulation of supramolecular fiber organization"	"12/243"	"370/23328"	0.000539361880949872	0.00859442210300451	0.00699603705229773	"Tmsb4x/Mid1/Fkbp4/Apoe/Rgcc/Hspa8/Cryab/Tpm1/Tmod3/Tmod2/Actg1/Rasa1"	12
"GO:0007005"	"GO:0007005"	"mitochondrion organization"	"14/243"	"481/23328"	0.000558924274619093	0.00885773469994171	0.00721037894316965	"Hspd1/Ndufa1/Ndufc1/Cdkn2a/Ndufs5/Atpif1/Immt/Phb2/Ndufa3/Bax/Ndufa13/Hspa4/Gabarap/Ndufa2"	14
"GO:0000054"	"GO:0000054"	"ribosomal subunit export from nucleus"	"3/243"	"16/23328"	0.000565510259599947	0.00886574148921207	0.00721689663496253	"Rrs1/Ran/Npm1"	3
"GO:0033750"	"GO:0033750"	"ribosome localization"	"3/243"	"16/23328"	0.000565510259599947	0.00886574148921207	0.00721689663496253	"Rrs1/Ran/Npm1"	3
"GO:0070585"	"GO:0070585"	"protein localization to mitochondrion"	"6/243"	"98/23328"	0.000568660638270828	0.00886745679784885	0.00721829293161114	"Hspd1/Cdkn2a/Atpif1/Bax/Ndufa13/Hspa4"	6
"GO:0009117"	"GO:0009117"	"nucleotide metabolic process"	"13/243"	"427/23328"	0.000578682401339781	0.00897573341652554	0.00730643233494517	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Gars/Rrm1/Pkm/Impdh2/Nme6/Hmgcs1/Rrm2/Atp5j"	13
"GO:0006605"	"GO:0006605"	"protein targeting"	"10/243"	"271/23328"	0.00058300760902087	0.00899497453917914	0.00732209500608222	"Hspd1/Cdkn2a/Atpif1/Ank3/Ndufa13/Hspa8/Myo6/Srprb/Sec61g/Hspa4"	10
"GO:0007051"	"GO:0007051"	"spindle organization"	"8/243"	"179/23328"	0.000598202250383834	0.00918083032694347	0.00747338545493377	"Hnrnpu/Chmp5/Vcp/Plk1/Kpnb1/Racgap1/Ranbp1/Tubb5"	8
"GO:0044772"	"GO:0044772"	"mitotic cell cycle phase transition"	"12/243"	"376/23328"	0.000621302423515628	0.0094854338584899	0.00772133901916638	"Cks1b/Anp32b/Cdkn2a/Nasp/Phb2/Ccnd2/Plk1/Rgcc/Rps27l/Arpp19/Tmod3/Lmnb1"	12
"GO:0051052"	"GO:0051052"	"regulation of DNA metabolic process"	"12/243"	"379/23328"	0.000666042087941633	0.0101155142106135	0.00823423743590121	"Hnrnpu/Cct3/Cdkn2a/Hmgb1/Cct7/Trim28/Bax/Cct4/Npm1/Cct5/Cct8/Tcp1"	12
"GO:0090307"	"GO:0090307"	"mitotic spindle assembly"	"5/243"	"67/23328"	0.000671890667814514	0.010151467291954	0.00826350398648339	"Hnrnpu/Chmp5/Plk1/Kpnb1/Racgap1"	5
"GO:0071428"	"GO:0071428"	"rRNA-containing ribonucleoprotein complex export from nucleus"	"3/243"	"17/23328"	0.000681425571871176	0.0102424585957544	0.00833757278659523	"Rrs1/Ran/Npm1"	3
"GO:0006753"	"GO:0006753"	"nucleoside phosphate metabolic process"	"13/243"	"436/23328"	0.000701852265061914	0.0104953907944643	0.00854346481897229	"Atp5e/Vcp/Atp5k/Ran/Atp5j2/Gars/Rrm1/Pkm/Impdh2/Nme6/Hmgcs1/Rrm2/Atp5j"	13
"GO:1905710"	"GO:1905710"	"positive regulation of membrane permeability"	"4/243"	"39/23328"	0.000709494441561321	0.0105555397530246	0.00859242731321578	"Atpif1/Bax/Mt3/Hspa8"	4
"GO:0043254"	"GO:0043254"	"regulation of protein-containing complex assembly"	"13/243"	"438/23328"	0.000732034125037909	0.0108355914142667	0.00882039514806564	"Hjurp/Usp50/Tmsb4x/Vcp/Fscn1/Fkbp4/Apoe/Bax/Cryab/Tpm1/Tmod3/Tmod2/Rasa1"	13
"GO:1902850"	"GO:1902850"	"microtubule cytoskeleton organization involved in mitosis"	"7/243"	"142/23328"	0.000737160492946812	0.0108563636233985	0.00883730415521032	"Hnrnpu/Chmp5/Vcp/Plk1/Spry2/Kpnb1/Racgap1"	7
"GO:0034105"	"GO:0034105"	"positive regulation of tissue remodeling"	"4/243"	"40/23328"	0.000781937231991039	0.0114579345150044	0.00932699528241097	"Car2/Cdkn2a/Bax/Trf"	4
"GO:0042026"	"GO:0042026"	"protein refolding"	"3/243"	"18/23328"	0.00081144372318733	0.0116922865477445	0.00951776267603923	"Hspd1/Hspa8/Hspa9"	3
"GO:1901673"	"GO:1901673"	"regulation of mitotic spindle assembly"	"3/243"	"18/23328"	0.00081144372318733	0.0116922865477445	0.00951776267603923	"Hnrnpu/Chmp5/Plk1"	3
"GO:1990000"	"GO:1990000"	"amyloid fibril formation"	"3/243"	"18/23328"	0.00081144372318733	0.0116922865477445	0.00951776267603923	"Cdkn2a/Apoe/Cryab"	3
"GO:2000116"	"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	"9/243"	"234/23328"	0.000813969193824464	0.0116922865477445	0.00951776267603923	"Hspd1/Usp50/Vcp/Cdkn2a/Bax/Ctsd/Ndufa13/Cryab/Rps27l"	9
"GO:0000041"	"GO:0000041"	"transition metal ion transport"	"6/243"	"106/23328"	0.000860229278829213	0.0122962185150293	0.0100093757675948	"Myo1b/Fkbp4/Mt3/Trf/Atox1/Fth1"	6
"GO:0044270"	"GO:0044270"	"cellular nitrogen compound catabolic process"	"12/243"	"391/23328"	0.000872979749776197	0.0124176046358409	0.010108186576356	"Acadl/Hnrnpu/Exosc9/Exosc8/Vcp/Cdkn2a/Bax/Ptbp1/Npm1/Nsun2/Qk/Lsm2"	12
"GO:0050680"	"GO:0050680"	"negative regulation of epithelial cell proliferation"	"7/243"	"148/23328"	0.000940315641150637	0.0133104874252197	0.0108350116034476	"Cdkn2a/Atpif1/Phb2/Strap/Apoe/Rgcc/Npm1"	7
"GO:0090501"	"GO:0090501"	"RNA phosphodiester bond hydrolysis"	"5/243"	"73/23328"	0.00099351755542418	0.013995638606845	0.0113927388125173	"Rrs1/Rps21/Exosc9/Exosc8/Npm1"	5
"GO:0006626"	"GO:0006626"	"protein targeting to mitochondrion"	"5/243"	"74/23328"	0.00105658901881454	0.0148125652829961	0.0120577339950748	"Hspd1/Cdkn2a/Atpif1/Ndufa13/Hspa4"	5
"GO:0033599"	"GO:0033599"	"regulation of mammary gland epithelial cell proliferation"	"3/243"	"20/23328"	0.00111633774832443	0.0155753151871486	0.0126786281665656	"Cdkn2a/Phb2/Bax"	3
"GO:0051225"	"GO:0051225"	"spindle assembly"	"6/243"	"112/23328"	0.00114572818118312	0.0159092541729999	0.0129504613963305	"Hnrnpu/Chmp5/Plk1/Kpnb1/Racgap1/Tubb5"	6
"GO:1901987"	"GO:1901987"	"regulation of cell cycle phase transition"	"10/243"	"297/23328"	0.00117088532911375	0.0161815242639607	0.0131720948722949	"Anp32b/Cdkn2a/Phb2/Ccnd2/Plk1/Rgcc/Rps27l/Tmod3/Npm1/Lmnb1"	10
"GO:0000079"	"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"5/243"	"76/23328"	0.00119157970513919	0.0163128939914831	0.0132790325430634	"Cks1b/Cdkn2a/Ccnd2/Plk1/Rgcc"	5
"GO:0006919"	"GO:0006919"	"activation of cysteine-type endopeptidase activity involved in apoptotic process"	"5/243"	"76/23328"	0.00119157970513919	0.0163128939914831	0.0132790325430634	"Hspd1/Vcp/Cdkn2a/Bax/Rps27l"	5
"GO:0034655"	"GO:0034655"	"nucleobase-containing compound catabolic process"	"11/243"	"352/23328"	0.00123046280891586	0.016766493228031	0.0136482716876796	"Hnrnpu/Exosc9/Exosc8/Vcp/Cdkn2a/Bax/Ptbp1/Npm1/Nsun2/Qk/Lsm2"	11
"GO:0009566"	"GO:0009566"	"fertilization"	"8/243"	"201/23328"	0.00126682310790167	0.0171816566634478	0.0139862232965399	"Cct3/Cct7/Bax/Fndc3a/Cct4/Cct5/Cct8/Tcp1"	8
